,beer/ABV,review/appearance,review/aroma,review/overall,review/palate,review/taste
35708,5.1,4.5,3.5,3.5,3.5,3.5
4350,11.2,4.0,4.5,2.0,3.5,3.0
31599,10.0,3.5,3.5,3.5,3.5,4.0
8741,7.5,4.5,4.0,4.5,4.5,4.5
16375,7.2,4.5,4.0,4.5,4.0,4.0
7630,8.5,4.0,4.0,4.0,4.5,4.0
4761,7.0,4.0,3.5,2.5,2.5,3.0
17042,5.7,3.0,3.5,3.5,3.5,3.5
2723,5.4,4.0,4.0,5.0,4.0,4.0
18177,6.5,4.0,4.5,4.5,4.5,4.5
9884,7.0,3.0,2.0,2.0,2.0,2.5
27690,6.1,3.5,4.0,4.0,3.5,3.5
21814,10.6,4.0,4.5,4.0,4.0,4.0
21449,4.4,4.0,3.0,3.0,3.0,3.5
16877,6.5,4.0,3.5,4.5,4.0,4.0
12459,6.0,4.0,3.5,4.0,4.0,3.5
20637,10.5,5.0,4.0,3.5,4.5,4.0
23212,5.5,3.0,3.5,2.0,2.0,2.5
1463,8.0,4.0,4.5,4.5,4.5,4.5
496,3.8,4.0,3.5,1.5,3.0,2.0
33493,8.3,4.0,4.5,4.5,4.0,5.0
11696,11.2,4.0,4.0,4.0,4.0,4.5
4008,4.9,4.0,2.0,2.5,3.5,2.0
33930,7.0,4.0,4.0,4.5,3.5,4.0
2287,10.2,4.0,4.5,4.0,4.0,4.5
18582,12.0,3.5,4.0,3.5,5.0,4.0
8655,4.4,3.0,3.0,4.0,3.5,3.5
11982,9.4,3.0,4.0,4.5,5.0,3.5
9157,6.6,4.0,5.0,4.0,3.5,4.5
444,5.4,4.0,3.5,4.5,4.5,3.5
10268,6.5,4.0,4.0,4.0,4.0,4.0
8630,4.0,4.0,3.5,4.5,4.0,4.0
672,4.4,3.5,3.5,4.0,3.5,4.0
34155,5.6,3.0,4.0,3.5,3.5,3.5
24439,7.0,3.0,4.0,4.0,3.5,3.5
25595,6.6,4.0,4.5,4.5,4.5,4.0
22124,11.2,4.0,5.0,5.0,5.0,5.0
1494,7.0,3.5,4.0,3.5,3.5,3.5
29096,6.5,3.5,4.0,4.5,4.0,4.5
28512,6.6,3.5,5.0,4.5,5.0,4.5
5261,11.2,5.0,5.0,5.0,5.0,5.0
25043,5.4,3.0,3.5,3.0,3.0,3.5
11744,4.4,3.5,3.0,3.5,3.5,3.5
3751,10.5,4.5,5.0,4.5,5.0,4.5
2670,9.8,4.0,4.0,3.5,4.5,4.0
17140,6.9,4.5,4.0,5.0,4.5,4.5
30763,5.4,4.0,4.0,4.0,4.0,4.0
15217,7.0,4.0,4.0,4.5,4.5,4.5
13378,6.6,4.0,4.0,3.5,4.0,4.0
2083,12.0,4.0,4.5,4.0,4.0,4.5
80,6.6,4.5,4.0,4.5,4.5,4.5
23602,5.0,3.0,3.5,4.0,3.5,3.5
12150,5.8,3.0,3.0,3.5,4.5,4.0
33104,5.7,4.0,3.5,3.0,3.5,3.0
34984,9.5,3.5,3.0,3.5,4.0,3.0
17758,12.0,4.5,4.5,4.0,5.0,5.0
22923,7.2,3.5,3.5,4.5,4.0,4.0
14150,5.0,4.0,4.0,4.0,4.0,4.0
9696,6.5,4.0,3.5,3.5,4.0,4.0
14067,6.5,3.5,3.5,4.0,3.5,3.5
234,4.7,3.5,3.5,4.5,4.0,4.5
6572,6.6,4.0,4.0,3.5,4.0,3.0
14166,11.2,4.5,4.0,4.0,4.0,4.0
537,5.5,3.5,3.5,3.5,3.5,3.5
12700,10.0,4.5,4.5,4.0,4.0,4.5
25288,6.8,4.0,4.0,4.0,4.0,4.5
13407,10.5,5.0,4.5,4.5,4.5,4.5
21040,8.5,4.5,4.5,4.5,4.5,4.5
22528,5.7,5.0,4.5,4.5,4.0,5.0
646,6.5,4.0,4.0,4.5,4.0,4.0
29551,5.4,5.0,5.0,3.5,4.0,4.0
12482,4.3,3.5,4.0,4.0,4.0,4.0
18570,4.4,4.0,3.5,2.5,3.5,3.5
3109,8.3,4.5,5.0,5.0,4.0,5.0
7863,6.6,4.0,4.0,3.5,3.5,3.5
35455,7.2,4.0,4.0,4.0,4.0,4.5
31006,9.5,3.5,3.0,2.5,4.0,3.0
30787,4.7,4.0,3.5,3.0,3.5,3.0
31804,10.2,3.5,3.5,3.0,3.0,3.0
9624,7.2,4.5,4.0,4.5,4.0,4.5
24399,5.5,3.5,3.0,4.0,4.0,4.0
14935,11.2,5.0,5.0,4.5,4.5,4.5
35621,5.5,3.0,4.0,4.0,4.5,4.5
34224,8.5,4.5,5.0,4.5,4.5,4.5
31871,4.7,4.5,4.5,5.0,4.5,4.5
8524,4.2,3.0,3.0,3.0,3.0,3.0
3030,8.3,5.0,4.0,3.0,4.5,4.0
2102,8.2,4.0,4.0,4.0,4.0,3.0
9554,4.4,3.5,3.5,3.0,3.5,3.5
32962,9.4,4.5,5.0,4.5,4.5,4.5
7145,9.8,3.5,3.5,4.0,4.0,4.0
15522,7.2,4.0,4.5,5.0,4.5,4.5
3891,4.0,3.0,3.0,2.5,2.0,2.0
27135,4.75,4.0,3.5,4.0,4.0,4.5
31485,6.5,3.5,3.0,3.5,3.5,3.5
1995,5.0,3.0,3.0,2.0,2.5,2.5
35639,6.8,4.0,3.5,3.0,3.5,3.0
19814,5.0,4.0,3.0,3.5,4.0,3.5
21787,6.6,4.0,4.5,4.0,3.5,4.0
10786,8.5,4.0,4.0,4.0,4.0,4.5
23029,5.0,4.0,3.5,3.5,2.5,2.5
21676,10.6,4.0,4.0,4.5,5.0,4.5
24435,5.7,3.0,3.5,4.0,3.0,3.5
24474,6.6,2.5,3.0,4.0,2.5,3.5
28900,6.6,4.5,4.5,4.5,4.0,4.5
4925,5.3,2.5,2.5,3.0,2.0,3.0
4975,6.6,4.5,4.5,4.0,4.5,4.5
23406,4.8,4.0,3.5,3.5,4.0,3.5
23697,6.5,3.5,4.0,4.0,4.0,4.0
10858,3.5,2.5,2.5,3.5,2.5,2.0
9422,6.3,3.5,4.0,3.5,3.0,4.5
10639,6.6,4.0,4.5,4.0,4.0,4.5
2978,5.0,3.0,2.5,3.5,2.5,3.0
3573,4.4,4.0,3.5,4.0,3.0,4.0
7372,8.3,5.0,4.5,4.5,5.0,4.0
2590,5.0,3.0,3.0,3.0,3.0,3.0
4578,3.5,4.0,1.5,3.5,3.5,2.0
1115,6.5,4.0,3.5,4.0,4.0,4.5
13015,8.2,4.0,4.0,3.5,4.0,4.0
3088,5.4,3.0,3.5,3.0,3.0,3.0
13785,5.0,4.0,4.0,4.0,4.0,4.0
3466,11.2,4.0,4.5,4.5,4.5,4.5
21529,6.6,4.5,4.0,4.0,4.0,4.0
26871,6.6,4.0,4.5,4.0,4.0,4.0
19333,11.2,4.5,4.5,5.0,4.5,5.0
23555,9.4,4.5,5.0,5.0,4.0,5.0
13747,8.4,3.0,4.0,4.5,4.0,4.5
31052,8.0,5.0,4.0,4.5,4.5,4.0
23772,6.0,4.0,3.5,4.0,3.5,4.0
5229,5.5,4.0,4.5,5.0,3.5,4.0
13262,4.7,3.5,3.5,3.5,3.5,3.5
28864,4.3,4.0,3.5,2.5,2.5,3.0
28317,8.5,4.5,4.0,4.0,4.0,4.5
8232,6.9,3.5,4.0,3.5,4.0,4.0
20102,4.5,4.5,3.5,3.0,4.0,3.0
36510,4.8,4.0,3.5,4.0,5.0,4.5
22591,8.5,4.0,3.5,3.5,4.0,3.5
21767,8.3,5.0,5.0,5.0,4.5,4.5
14961,8.3,4.0,3.5,4.5,4.5,4.5
24710,8.2,3.0,3.0,3.0,3.5,3.5
7624,5.5,4.0,2.0,2.0,2.5,2.0
25411,6.1,4.0,4.0,4.0,4.0,4.0
14481,8.0,2.5,3.5,2.5,2.5,3.0
7025,7.2,4.5,4.5,4.0,3.0,4.0
27771,6.6,3.5,4.5,3.5,3.0,4.0
799,5.5,4.0,4.0,4.0,3.0,4.0
32283,6.4,4.5,3.5,4.0,4.0,4.0
427,8.3,4.5,4.5,4.0,4.5,4.5
9911,5.5,3.5,4.0,3.5,3.5,3.5
17129,5.79,4.0,3.5,3.0,3.0,3.0
28193,6.2,2.5,2.5,3.0,2.0,2.0
26436,10.2,4.5,4.5,5.0,4.5,5.0
31944,12.0,4.5,4.5,3.0,4.0,4.0
14838,5.4,4.0,3.5,3.5,3.5,4.0
29129,5.25,3.0,4.0,3.5,3.5,4.0
14184,5.1,4.0,4.0,4.5,4.0,4.0
9447,6.5,4.0,3.5,4.0,3.5,3.5
11084,11.2,4.5,4.0,4.5,4.0,4.5
32133,9.8,4.0,4.5,3.5,4.5,4.0
28709,9.5,3.5,4.5,3.0,4.0,4.5
36899,9.4,4.0,4.5,4.5,4.0,4.5
11498,6.0,4.0,4.0,4.0,4.5,4.5
7634,12.0,3.0,2.0,2.5,2.5,2.0
19515,8.3,4.5,5.0,5.0,4.5,5.0
232,6.5,3.0,3.5,3.0,2.5,3.0
19421,4.9,2.5,2.0,3.0,2.5,2.5
26275,5.0,2.5,3.0,2.0,2.0,2.0
32849,5.2,4.0,4.5,3.5,3.5,3.5
33015,10.5,4.5,4.5,4.5,4.5,4.5
29828,7.2,5.0,4.5,4.5,5.0,4.5
27868,5.5,3.5,2.5,4.0,3.5,3.0
36413,8.3,4.5,5.0,4.0,4.5,5.0
7423,5.7,3.5,3.5,3.5,3.5,3.5
3967,6.6,4.0,4.0,4.5,4.0,4.5
28583,10.5,3.5,3.5,4.0,4.0,4.5
15982,9.4,4.0,4.5,4.5,5.0,4.5
4023,4.9,3.5,3.5,3.5,3.0,3.0
26626,5.8,4.0,4.5,3.0,3.5,4.0
37105,5.4,4.0,3.5,4.0,4.0,3.5
22028,5.7,4.5,4.0,3.5,4.0,4.0
5369,9.4,3.5,3.5,4.5,4.0,4.5
34124,8.2,4.0,4.0,4.0,5.0,4.5
23869,4.9,4.0,4.0,4.0,3.5,3.5
31611,5.6,4.0,4.0,4.5,4.0,3.5
36075,6.6,4.5,4.0,4.5,4.0,4.5
34335,8.8,4.0,4.0,4.0,4.0,4.5
26861,4.4,4.0,4.0,4.5,4.5,4.5
36374,4.4,3.5,4.0,4.5,4.0,4.0
6884,7.0,4.0,4.0,4.0,4.0,4.5
37066,9.0,4.0,4.5,4.5,4.0,5.0
12288,5.4,3.5,3.5,4.0,3.5,4.0
23726,9.0,4.0,4.5,4.0,4.0,3.5
23540,9.0,3.5,4.0,4.0,3.5,4.0
30500,5.25,3.5,2.5,2.5,2.5,2.5
13187,5.7,3.0,3.5,3.5,2.0,3.5
7902,10.2,4.0,4.0,4.0,4.0,4.5
25713,5.4,4.0,3.5,4.0,4.0,4.0
23123,10.5,4.0,4.5,4.5,4.5,4.5
32145,9.0,4.5,4.0,4.0,3.5,4.0
8216,7.0,2.5,2.5,2.5,2.5,3.0
10051,6.5,3.5,4.0,3.0,3.0,3.5
29035,8.5,4.5,4.5,4.0,2.0,4.0
3883,7.7,4.0,4.0,4.0,3.5,4.5
4412,5.4,4.0,4.0,4.5,4.0,4.0
2314,4.3,3.5,3.5,2.5,3.5,4.0
12834,5.0,4.0,4.0,4.5,4.0,4.0
10315,6.6,3.0,4.0,3.5,4.0,4.5
10077,11.2,4.5,5.0,4.0,4.5,5.0
18402,7.5,3.5,3.5,3.0,3.0,3.0
7412,8.3,4.0,4.5,4.5,4.0,5.0
27157,6.6,4.0,4.5,4.5,4.0,4.5
28977,10.2,4.0,4.5,4.0,5.0,4.5
15942,8.3,4.0,3.5,4.0,4.0,4.5
28913,10.0,4.5,4.0,4.5,4.5,4.5
4833,9.4,3.0,4.0,4.0,4.0,4.0
27294,4.4,4.0,5.0,3.5,3.5,3.5
32765,7.0,4.0,3.5,4.0,3.5,4.0
27550,6.5,3.0,3.5,3.5,3.5,4.0
13418,8.5,4.0,4.5,4.0,4.0,4.0
9450,5.0,4.0,3.5,4.0,4.0,3.5
3424,5.0,3.5,3.5,4.0,3.5,3.5
29776,7.2,4.0,4.5,4.0,4.5,4.0
1892,5.5,3.5,3.0,3.0,2.5,3.0
28249,10.0,4.5,4.5,4.0,4.0,4.5
9617,5.9,3.5,4.0,4.5,4.0,4.5
5947,5.8,3.0,3.5,4.0,4.0,3.5
8050,8.3,5.0,3.5,4.0,4.0,4.5
20464,4.4,4.5,3.5,4.0,4.0,4.5
15257,5.4,3.5,3.0,3.5,3.5,3.5
21346,5.0,3.5,3.0,3.5,3.0,3.0
37218,8.3,3.0,5.0,4.0,4.0,4.0
8235,10.5,2.5,3.0,3.0,3.0,3.0
8209,8.2,3.0,3.0,3.0,3.5,3.0
797,8.5,4.0,4.0,4.0,3.5,3.5
21851,3.5,3.5,2.5,3.5,3.0,3.0
1883,5.4,3.0,3.0,3.0,3.5,3.0
27034,6.6,4.5,5.0,5.0,5.0,5.0
18276,12.0,4.0,4.5,4.0,4.0,4.0
18756,6.5,3.5,3.5,3.5,4.0,3.5
24395,5.8,4.0,3.0,4.0,4.0,4.0
1198,5.4,4.5,4.5,4.0,5.0,5.0
30192,12.8,4.5,4.0,4.5,4.0,4.5
2793,6.0,3.5,3.5,2.0,2.5,2.0
32649,5.2,4.0,3.0,4.0,4.0,4.0
22551,5.4,4.0,4.0,4.0,4.0,4.5
20478,4.7,4.0,4.0,3.5,3.0,3.0
28569,6.1,4.0,4.0,4.0,4.0,4.0
16864,10.6,4.5,4.5,4.5,4.5,5.0
7126,8.5,3.0,4.0,3.5,4.0,4.5
5944,6.1,4.0,4.0,4.5,4.5,4.5
21942,4.7,3.5,3.5,3.5,4.0,3.5
13765,4.5,4.0,4.0,3.5,3.5,3.5
8261,5.0,3.0,2.5,3.0,3.0,2.5
23323,11.2,4.0,4.5,4.0,4.5,3.5
24552,9.2,4.0,4.5,4.5,4.5,5.0
36868,12.0,4.0,4.5,4.0,4.0,4.5
17922,6.6,4.0,4.5,4.0,4.0,4.0
19689,10.2,4.5,4.5,5.0,4.5,4.5
4355,11.2,4.5,4.0,4.5,4.0,4.5
34154,10.0,4.5,4.5,4.0,4.5,5.0
25019,5.4,3.0,3.0,2.5,2.5,3.0
35403,6.1,3.5,3.5,3.0,3.5,3.0
33994,10.0,3.5,4.5,4.0,4.0,4.0
17152,6.6,4.5,4.0,4.0,4.0,4.0
1420,6.6,4.0,4.0,4.5,4.0,4.5
5205,7.2,5.0,5.0,4.5,4.0,4.5
24877,8.1,5.0,5.0,4.5,4.0,4.0
1234,13.0,4.0,4.5,4.0,4.5,4.5
34711,12.0,5.0,5.0,5.0,5.0,5.0
18093,10.0,4.0,4.0,4.0,4.5,4.5
9255,9.2,4.0,4.0,4.0,4.0,4.0
16814,7.0,4.0,3.5,3.5,4.0,4.0
36818,12.0,4.0,4.0,4.0,4.0,4.0
30275,9.4,4.0,4.5,4.5,5.0,4.5
2328,5.5,3.5,2.5,2.5,2.5,2.5
16611,4.1,3.5,4.0,3.0,3.0,3.5
26874,6.9,4.0,4.5,4.5,4.0,4.5
32989,9.0,3.5,4.0,3.5,3.5,4.0
16961,6.6,4.5,4.0,3.5,4.0,4.5
4233,6.6,4.0,4.0,4.0,4.0,4.0
684,4.4,4.5,4.0,4.0,4.0,4.0
23202,7.2,3.5,4.0,4.0,4.0,4.5
30744,8.3,4.5,4.5,5.0,4.5,4.5
24134,3.5,3.0,3.0,2.5,2.0,2.0
21604,4.75,4.0,2.5,3.5,3.0,3.0
20169,12.0,4.5,4.5,4.0,4.5,4.0
26967,8.5,4.0,4.5,4.5,4.5,5.0
5794,8.5,4.0,4.0,4.5,4.0,4.5
8953,6.0,3.5,4.0,3.5,3.0,3.5
25135,5.4,4.0,3.5,3.5,4.0,3.5
8988,6.6,4.0,4.5,3.5,4.5,4.0
28279,15.0,3.0,2.5,2.5,2.5,2.0
10780,6.1,4.0,4.0,4.0,4.0,4.5
437,5.2,4.0,3.0,4.5,4.5,4.0
23357,9.4,4.5,4.0,4.5,4.0,4.5
33383,9.2,4.0,3.5,3.5,3.5,4.0
24878,6.1,4.0,4.5,4.0,4.0,4.0
26380,6.5,4.5,4.0,4.5,4.5,4.0
34464,8.3,4.0,4.5,4.0,4.5,4.5
15926,9.4,4.5,4.0,4.0,3.5,4.0
22421,4.7,4.0,4.0,3.5,3.5,3.5
6431,7.0,3.5,3.5,4.0,3.5,4.0
8625,8.3,5.0,4.5,5.0,4.5,5.0
25104,12.0,4.0,4.5,3.5,4.0,4.0
19142,6.9,3.5,4.0,4.0,2.5,4.5
16571,10.8,3.5,4.0,4.5,4.5,4.5
18038,5.2,4.0,3.0,4.0,4.0,4.0
1292,6.0,3.5,4.0,4.0,4.0,4.0
10695,5.4,3.0,2.5,3.0,2.5,2.0
7855,12.0,3.5,4.5,3.0,4.5,4.0
36108,8.5,4.0,4.0,4.0,3.5,4.5
591,7.4,4.0,3.5,3.5,4.0,4.0
17745,4.4,3.5,4.0,3.5,4.0,4.0
21573,5.4,3.5,3.5,3.0,3.5,3.5
5137,11.2,5.0,4.0,4.0,4.5,4.0
14780,11.2,5.0,5.0,5.0,5.0,5.0
10584,3.5,4.0,3.0,4.0,4.0,3.0
14805,9.4,4.0,4.5,5.0,4.5,4.5
1340,5.4,4.0,3.5,4.0,4.0,3.5
27039,6.6,3.5,4.0,5.0,4.5,5.0
16165,10.0,3.0,3.5,2.0,3.0,2.0
10715,5.4,4.0,3.5,3.5,3.5,4.0
30718,12.0,3.5,4.0,4.0,4.0,5.0
34038,12.0,4.0,4.0,3.5,4.0,4.5
34462,10.5,5.0,4.5,4.5,4.5,4.5
15608,12.0,4.0,4.5,4.0,4.0,4.5
419,4.5,5.0,4.5,4.5,4.5,4.5
13248,7.1,3.5,3.5,3.5,3.0,3.0
9001,7.2,4.5,4.5,4.5,4.0,4.5
22081,5.5,2.5,3.0,3.0,2.5,3.0
31582,8.5,3.5,3.5,3.0,4.0,4.0
4979,5.2,3.5,4.0,3.5,4.0,4.0
4888,5.4,4.0,3.5,2.0,2.5,2.0
1473,6.5,4.5,4.5,5.0,4.5,5.0
18344,5.6,2.0,1.0,1.0,2.5,1.0
19231,9.0,4.0,4.0,4.0,4.0,4.0
24754,7.0,3.5,2.5,3.5,2.5,3.0
26635,5.4,3.5,3.5,3.0,3.0,2.0
32633,6.5,4.0,3.5,4.0,4.0,3.5
14123,5.1,4.0,4.0,4.0,4.0,4.0
30288,6.5,3.5,4.0,4.0,4.5,4.0
8215,5.2,4.0,4.0,3.5,4.0,4.0
27089,9.8,3.5,3.0,3.0,2.0,2.5
1095,3.5,2.0,2.0,3.0,2.0,2.5
21019,6.1,4.0,4.5,4.0,4.0,3.5
14738,6.7,3.5,3.5,3.0,3.0,3.5
13882,12.5,2.5,4.0,4.0,4.5,4.5
12889,11.2,4.5,4.0,4.0,4.0,4.5
19924,5.6,4.0,3.0,3.0,2.5,3.0
5876,6.8,4.0,3.0,3.0,3.0,3.0
31694,8.3,4.5,4.0,4.5,4.0,4.5
18767,5.59,4.0,2.5,2.0,2.5,2.5
7041,10.6,4.0,5.0,5.0,4.5,5.0
37392,6.5,4.0,4.5,4.5,3.5,4.0
1160,4.0,4.0,3.5,3.0,2.5,3.0
15815,10.75,4.0,3.5,3.5,4.0,3.5
22339,8.5,4.0,4.5,5.0,5.0,5.0
15445,5.8,4.0,3.0,2.5,3.5,3.5
34536,4.4,4.5,4.0,5.0,4.5,4.5
30368,9.8,3.5,3.5,3.5,3.5,3.0
31633,5.2,4.0,3.5,4.5,4.0,4.0
30482,9.4,4.0,4.5,4.0,4.0,4.5
5302,5.4,4.0,3.5,4.5,4.0,4.5
2768,6.9,4.0,4.0,4.0,4.0,4.5
19018,3.5,2.0,2.0,2.5,2.0,2.0
13359,5.3,4.0,4.0,4.0,3.5,4.0
1573,7.7,3.5,4.0,3.5,3.5,3.0
14887,5.11,4.0,3.0,3.5,3.5,3.0
21468,5.4,4.0,3.0,2.5,2.5,2.0
3951,8.5,3.0,3.5,1.0,3.5,2.0
28497,5.7,4.5,3.5,3.5,3.5,3.5
8095,9.4,4.0,4.5,4.0,3.5,4.5
3367,5.6,4.0,4.0,4.0,3.5,3.5
36817,11.2,4.0,4.5,4.0,5.0,5.0
35867,6.6,4.0,4.0,4.5,4.0,4.5
13435,4.19,3.0,3.5,3.5,4.0,3.0
17713,9.4,4.5,4.0,4.0,4.5,4.5
20402,11.2,4.5,4.5,4.5,4.5,5.0
20300,11.2,5.0,5.0,5.0,5.0,5.0
20156,9.4,3.5,4.0,4.0,4.0,4.0
21868,4.8,2.5,3.0,3.0,2.5,3.0
22465,4.6,4.0,3.5,4.0,4.0,4.5
29480,4.8,3.5,4.0,5.0,4.0,4.0
36114,4.9,3.0,3.5,3.5,3.5,4.0
11542,6.6,4.5,4.0,4.0,4.0,4.0
26462,5.5,3.5,2.5,2.0,2.5,1.0
17007,9.4,4.0,4.0,4.5,4.5,4.0
8009,5.2,4.0,4.5,4.5,4.0,4.0
30241,7.5,4.0,4.0,4.0,4.0,4.0
9531,10.2,3.5,4.5,4.0,4.0,4.5
502,5.8,4.0,4.0,4.0,4.0,4.0
25676,9.4,4.0,4.5,4.0,4.5,4.5
27979,8.4,4.0,4.5,4.0,3.5,4.0
19464,9.0,4.0,4.0,3.5,3.5,3.5
12510,5.4,4.0,3.5,4.0,4.0,4.0
11986,8.0,4.0,4.5,4.5,4.5,4.5
17885,5.0,3.5,2.5,3.5,3.5,3.0
4995,3.5,3.5,3.0,3.0,2.5,2.5
9781,5.0,4.0,3.0,4.0,4.0,4.5
21166,12.0,4.0,3.5,3.5,4.0,3.0
28374,6.9,4.5,4.0,4.0,4.0,4.5
11750,8.0,4.0,4.0,4.0,4.0,4.0
19907,7.2,4.0,4.5,4.0,4.0,4.5
28223,9.4,3.5,3.5,4.0,4.0,5.0
17165,10.5,4.5,4.5,4.5,4.5,4.5
20054,9.0,4.0,4.5,4.0,4.0,4.0
24154,10.5,5.0,4.5,4.5,4.0,4.5
18916,12.0,4.0,3.5,3.5,3.5,3.5
8708,10.0,4.0,4.5,4.0,4.0,4.5
33429,9.5,3.0,3.0,3.0,3.0,3.0
1100,5.0,4.0,4.5,4.0,3.5,4.0
34590,5.0,3.5,3.5,3.0,3.0,3.5
3235,6.5,4.0,4.0,4.5,4.0,4.0
31723,12.0,4.0,3.5,2.0,2.0,2.5
20569,7.0,4.0,3.5,4.0,3.5,4.0
31125,5.4,4.0,5.0,4.5,4.0,4.0
4722,5.4,4.5,5.0,4.5,4.0,5.0
27404,6.2,3.5,4.0,4.0,4.0,4.0
22496,6.2,4.0,4.5,3.5,3.0,3.5
20622,11.2,4.5,3.0,3.5,3.0,3.5
24362,6.5,3.0,3.0,3.5,3.5,3.5
22819,5.5,2.0,3.0,4.5,3.0,4.0
30541,10.2,4.5,4.5,3.0,3.5,3.5
5266,4.19,4.0,4.0,4.5,4.0,4.0
15326,9.0,5.0,4.5,5.0,4.5,5.0
7032,6.2,3.0,2.0,2.0,3.0,2.5
30742,6.1,4.0,3.5,3.5,4.0,4.0
329,8.5,4.0,4.5,5.0,3.0,4.5
29348,5.0,3.0,3.5,4.0,3.0,4.0
17856,8.5,4.0,4.5,4.5,5.0,5.0
18215,6.3,3.5,4.0,4.5,4.0,4.0
12773,5.0,3.0,3.0,3.5,3.0,3.5
18928,5.2,4.0,4.0,4.0,3.0,4.0
4522,5.3,4.0,3.5,4.0,4.0,4.0
37057,6.6,5.0,4.5,5.0,5.0,5.0
849,5.0,3.0,2.5,3.0,3.0,2.0
34771,5.4,4.0,3.5,3.5,3.0,4.0
25117,5.0,3.0,2.5,3.5,3.0,2.5
27204,9.6,4.5,3.0,4.5,4.5,5.0
32337,9.4,4.5,4.5,4.5,4.5,4.5
29324,10.5,4.5,4.5,4.5,4.5,5.0
18594,10.0,4.0,4.5,4.0,4.0,4.0
19171,4.2,4.5,4.5,5.0,4.5,4.5
19586,5.0,3.0,4.0,4.0,3.5,4.0
5607,4.4,3.5,3.5,4.5,4.0,4.0
25558,6.6,4.0,3.5,4.0,4.5,4.0
768,4.4,4.0,3.0,4.0,4.0,3.5
3148,12.0,3.5,4.0,3.5,3.5,4.0
1284,7.0,2.5,2.5,3.0,2.5,2.5
11616,7.7,4.5,4.0,4.5,4.0,4.0
8606,6.5,4.0,4.0,3.5,4.0,3.5
19977,8.5,4.0,3.5,4.5,4.5,4.0
16537,6.6,5.0,4.0,4.5,4.5,4.0
37280,10.2,4.0,4.5,4.5,4.5,4.5
25463,9.0,4.5,3.5,4.0,4.5,4.0
209,7.2,4.0,4.0,4.0,4.0,4.5
12714,6.9,4.0,4.5,4.0,3.5,4.0
3271,10.5,4.5,4.5,3.5,4.0,5.0
4717,5.5,5.0,4.5,4.0,4.0,4.0
10286,9.8,3.5,4.0,4.0,4.0,4.0
1004,8.2,3.0,2.5,2.0,2.0,2.0
19743,10.5,4.5,4.0,4.0,4.5,4.5
27945,5.0,3.0,2.5,3.5,2.0,3.0
33862,11.5,4.5,5.0,4.5,4.5,5.0
13518,5.0,3.0,2.0,2.0,3.0,2.5
10532,8.3,4.0,2.5,3.5,4.0,3.5
15247,8.3,3.5,4.0,4.0,4.5,3.5
24841,8.6,4.0,3.5,4.0,3.5,4.5
27074,9.4,4.0,5.0,5.0,4.5,4.5
11471,6.5,4.0,5.0,4.5,4.5,4.5
33633,11.2,4.5,5.0,4.5,4.0,5.0
11525,9.0,4.0,4.5,4.0,4.0,4.0
36865,6.6,5.0,4.5,4.0,4.5,4.0
6212,7.5,4.0,3.0,2.5,3.0,3.0
24062,10.5,4.5,4.5,3.5,4.5,4.5
34978,7.0,3.0,3.0,3.0,3.0,3.0
3542,6.5,4.5,5.0,4.5,4.5,4.5
31177,12.0,4.5,3.5,3.0,4.0,2.5
253,4.4,3.5,3.0,4.0,4.0,4.0
32978,10.5,4.5,4.5,4.5,4.0,4.5
6184,5.4,3.5,4.0,4.0,3.5,4.0
9340,9.4,4.0,4.5,4.5,4.5,4.0
18526,10.2,3.5,4.5,4.0,4.0,4.5
22476,6.0,4.0,3.5,4.0,3.5,4.0
31484,6.6,4.0,4.0,3.5,4.5,4.5
6403,5.0,4.0,4.0,4.0,4.5,4.5
12043,6.6,4.5,4.0,4.0,4.0,4.0
7632,9.4,3.5,4.0,4.5,4.0,4.5
1728,10.0,4.0,4.0,4.5,4.0,4.5
36017,6.8,4.0,4.0,4.5,4.5,4.5
18055,12.0,4.0,4.5,4.0,4.5,4.5
1868,6.5,4.0,2.0,1.0,3.0,1.5
14677,6.6,3.5,4.0,4.0,3.0,4.0
20602,12.0,4.0,4.5,4.0,4.0,5.0
11441,8.9,3.5,1.5,1.0,1.0,1.0
31635,10.2,4.0,4.5,4.0,3.5,4.0
26079,6.8,4.5,4.0,4.5,4.5,4.0
14593,9.8,4.0,4.0,4.0,4.5,4.0
1971,4.7,3.5,4.0,4.5,4.0,4.0
35005,5.4,4.0,3.0,3.5,4.0,4.0
31578,9.4,4.0,4.5,4.0,4.5,4.5
34318,8.1,3.5,3.5,4.5,3.5,4.0
16080,6.6,3.5,4.0,3.5,3.5,3.5
13055,4.3,2.5,2.0,3.5,3.0,3.0
32647,4.3,4.0,3.0,3.5,3.5,3.5
24191,10.5,5.0,4.0,4.0,4.0,4.5
694,9.8,4.5,4.0,4.5,4.0,4.5
22113,3.5,2.0,2.0,2.0,1.5,1.0
21032,7.2,3.5,4.0,4.0,3.5,4.0
12047,9.2,3.5,3.5,4.0,4.0,4.0
18904,9.4,4.0,4.5,4.0,4.0,4.0
28373,11.2,4.0,5.0,4.5,4.5,5.0
17973,7.2,3.5,3.5,3.5,3.5,4.0
23446,5.5,2.5,3.0,4.0,4.0,3.5
37101,6.5,4.5,4.0,3.5,3.0,4.0
2284,8.4,3.0,4.0,3.5,3.0,3.5
30997,5.4,4.0,3.5,3.5,5.0,4.0
25574,8.1,3.5,4.0,2.5,4.0,4.0
